Alter;Reisetaetigkeit;Abteilung;KmZurArbeit;Ausbildung;PersonalNr;Geschlecht;Verdienst;KostensatzTag;Berufserfahrung;Position;Ehestand;AnzFirmen;ueberstunden;ProzentGehaltserhoehung;StandardHours;AktienOptionen;JahreBerufserfahrung;FortbildungProJahr;WorkLifeBalance;Firmenzugehoerigkeit;DauerLetzteFirmenzugehoerigkeit;Performance;Attrition
42;Haeufig;Entwicklung;29;2;547;w;4556;532;2;Wissenschaftler;geschieden;2;No;11;80;1;19;3;3;5;4;3;No
30;Selten;Entwicklung;2;3;548;w;6091;317;2;Abteilungsleiter;ledig;2;No;20;80;0;11;2;3;5;4;4;No
60;Selten;Entwicklung;7;3;549;w;19566;422;5;Manager;verheiratet;5;No;11;80;0;33;5;1;29;8;3;No
46;Selten;Entwicklung;18;3;550;w;4810;1485;2;Abteilungsleiter;geschieden;2;No;14;80;1;19;5;2;10;7;3;No
42;Haeufig;Entwicklung;28;4;551;w;4523;1368;2;Produktmanager;verheiratet;0;No;11;80;3;7;4;4;6;5;3;No
24;Selten;Vertrieb;1;1;554;w;3202;1448;1;Vertriebsmitarbeiter;ledig;1;Yes;16;80;0;6;4;3;5;3;3;Yes
34;Haeufig;Vertrieb;6;2;555;w;2351;296;1;Vertriebsmitarbeiter;geschieden;0;No;16;80;1;3;3;2;2;2;3;Yes
38;Haeufig;Entwicklung;2;2;556;m;1702;1490;1;Labortechniker;verheiratet;1;Yes;23;80;1;1;3;3;1;0;4;No
40;Selten;Vertrieb;2;4;558;w;18041;1398;5;Manager;verheiratet;0;No;14;80;0;21;2;3;20;15;3;No
26;Selten;Entwicklung;23;3;560;w;2886;1349;1;Wissenschaftler;geschieden;1;No;22;80;2;3;3;1;3;2;4;No
30;Nie;Entwicklung;3;3;562;m;2097;1400;1;Labortechniker;verheiratet;4;No;15;80;1;9;3;1;5;3;3;No
29;Selten;Entwicklung;3;4;564;m;11935;986;3;AbteilungsleiterForschung;verheiratet;1;No;18;80;0;10;2;3;10;2;3;No
29;Selten;Entwicklung;25;5;565;w;2546;408;1;Wissenschaftler;verheiratet;5;No;16;80;0;6;2;4;2;2;3;Yes
19;Selten;Personal;2;2;566;m;2564;489;1;Personal;ledig;1;No;12;80;0;1;3;4;1;0;3;Yes
30;Nie;Vertrieb;22;4;567;w;8412;1398;3;Vertrieb;verheiratet;0;No;11;80;0;10;3;3;9;8;3;No
57;Selten;Vertrieb;29;3;568;m;14118;210;4;Manager;geschieden;3;No;12;80;1;32;3;2;1;0;3;No
50;Selten;Entwicklung;29;4;569;m;17046;1099;4;Manager;verheiratet;0;No;15;80;1;28;2;3;27;10;3;No
30;Nie;Entwicklung;2;3;571;w;2564;1116;1;Labortechniker;ledig;0;No;14;80;0;12;2;2;11;7;3;No
60;Haeufig;Vertrieb;28;3;573;w;10266;1499;3;Vertrieb;verheiratet;4;No;19;80;0;22;5;4;18;13;3;No
47;Selten;Entwicklung;2;2;574;w;5070;983;2;Abteilungsleiter;geschieden;5;No;13;80;3;20;2;3;5;0;3;No
46;Selten;Entwicklung;2;3;575;m;17861;1009;4;AbteilungsleiterForschung;verheiratet;6;No;13;80;0;26;2;1;3;2;3;No
35;Selten;Entwicklung;22;3;577;m;4230;144;1;Labortechniker;ledig;0;No;15;80;0;6;2;3;5;4;3;No
54;Selten;Entwicklung;8;4;578;w;3780;548;2;Labortechniker;ledig;7;No;11;80;0;19;3;3;1;0;3;No
34;Selten;Entwicklung;2;4;579;m;2768;1303;1;Wissenschaftler;geschieden;3;No;12;80;1;14;3;3;7;3;3;No
46;Selten;Vertrieb;10;3;580;w;9071;1125;3;Vertrieb;verheiratet;2;Yes;19;80;1;15;3;3;3;2;3;No
31;Selten;Entwicklung;9;1;581;m;10648;1274;3;Abteilungsleiter;geschieden;1;No;25;80;1;13;6;4;13;8;4;No
33;Selten;Entwicklung;15;1;582;m;13610;1277;3;Manager;verheiratet;7;Yes;12;80;0;15;2;4;7;6;3;Yes
33;Selten;Entwicklung;10;1;584;m;3408;587;1;Labortechniker;geschieden;7;No;13;80;3;8;2;3;4;3;3;Yes
30;Selten;Vertrieb;7;1;585;m;2983;413;1;Vertriebsmitarbeiter;ledig;0;No;14;80;0;4;3;3;3;2;3;No
35;Selten;Entwicklung;16;3;586;m;7632;1276;3;Produktmanager;verheiratet;4;Yes;12;80;0;10;2;3;8;7;3;No
31;Haeufig;Entwicklung;20;3;587;m;9824;534;3;Produktmanager;verheiratet;3;No;12;80;0;12;2;3;1;0;3;Yes
34;Haeufig;Personal;23;3;590;w;9950;988;3;Personal;geschieden;9;Yes;15;80;3;11;2;3;3;2;3;Yes
42;Haeufig;Entwicklung;5;2;591;m;2093;1474;1;Labortechniker;verheiratet;4;No;17;80;1;8;4;3;2;2;3;No
36;Nie;Vertrieb;10;4;592;m;9980;635;3;Vertrieb;ledig;1;No;14;80;0;10;3;2;10;3;3;No
22;Haeufig;Entwicklung;4;1;593;m;3894;1368;1;Labortechniker;ledig;5;No;16;80;0;4;3;3;2;2;3;Yes
48;Selten;Vertrieb;2;5;595;w;4051;163;2;Vertrieb;verheiratet;2;No;14;80;1;14;2;3;9;7;3;No
55;Selten;Vertrieb;18;5;597;w;16835;1117;4;Manager;ledig;3;No;23;80;0;37;2;3;10;9;4;No
41;Nie;Vertrieb;10;2;599;m;6230;267;2;Vertrieb;ledig;7;No;14;80;0;16;3;3;14;3;3;No
35;Selten;Vertrieb;1;3;600;m;4717;619;2;Vertrieb;verheiratet;9;No;11;80;0;15;2;3;11;9;3;No
40;Selten;Entwicklung;6;3;601;w;13237;302;4;Abteilungsleiter;ledig;7;No;15;80;0;22;3;3;20;6;3;No
39;Haeufig;Entwicklung;8;1;602;w;3755;443;1;Labortechniker;verheiratet;1;No;11;80;1;8;3;3;8;3;3;No
31;Selten;Vertrieb;2;1;604;m;6582;828;2;Vertrieb;ledig;4;Yes;13;80;0;10;2;4;6;5;3;No
42;Selten;Entwicklung;24;3;605;m;7406;319;3;Abteilungsleiter;verheiratet;1;Yes;21;80;1;10;5;2;10;9;4;No
45;Selten;Vertrieb;2;3;606;m;4805;561;2;Vertrieb;verheiratet;0;No;19;80;1;9;3;4;8;7;3;No
26;Haeufig;Personal;17;4;608;w;2741;426;1;Personal;geschieden;0;Yes;11;80;1;8;2;2;7;7;3;Yes
29;Selten;Entwicklung;19;3;611;m;4262;232;2;Abteilungsleiter;geschieden;4;No;12;80;2;8;2;4;3;2;3;No
33;Selten;Entwicklung;1;5;612;w;16184;922;4;AbteilungsleiterForschung;geschieden;4;No;19;80;1;10;2;3;6;1;3;No
31;Selten;Vertrieb;7;3;613;m;11557;688;3;Manager;geschieden;9;No;21;80;1;10;3;2;5;4;4;No
18;Haeufig;Vertrieb;5;3;614;m;1878;1306;1;Vertriebsmitarbeiter;ledig;1;Yes;14;80;0;0;3;3;0;0;3;Yes
40;Nie;Vertrieb;28;3;615;m;10932;1094;3;Vertrieb;geschieden;3;No;15;80;1;20;2;3;1;0;3;No
41;Nie;Entwicklung;2;4;616;w;6811;509;2;Produktmanager;ledig;2;Yes;17;80;0;10;3;3;8;7;3;No
26;Selten;Vertrieb;29;2;618;m;4306;775;2;Vertrieb;geschieden;5;No;12;80;2;8;5;3;0;0;3;No
35;Selten;Vertrieb;1;3;620;w;4859;195;2;Vertrieb;ledig;1;No;16;80;0;5;3;3;5;4;3;No
34;Selten;Vertrieb;21;4;621;m;5337;258;2;Vertrieb;ledig;1;No;12;80;0;10;3;3;10;7;3;No
26;Selten;Entwicklung;24;3;622;m;2340;471;1;Labortechniker;ledig;1;Yes;18;80;0;1;3;1;1;0;3;Yes
37;Selten;Entwicklung;1;3;623;w;7491;799;3;Abteilungsleiter;ledig;4;No;17;80;0;12;3;4;6;5;3;No
46;Haeufig;Entwicklung;18;1;624;w;10527;1034;3;Produktmanager;verheiratet;5;No;11;80;0;28;3;2;2;2;3;No
41;Selten;Vertrieb;2;5;625;w;16595;1276;4;Manager;verheiratet;7;No;16;80;1;22;2;3;18;16;3;No
37;Nie;Vertrieb;9;4;626;m;8834;142;3;Vertrieb;geschieden;1;No;13;80;1;9;6;3;9;5;3;No
52;Selten;Entwicklung;6;2;630;m;5577;956;2;Wissenschaftler;geschieden;3;Yes;12;80;2;18;3;3;10;9;3;No
32;Nie;Vertrieb;11;4;631;m;4707;1474;2;Vertrieb;verheiratet;8;No;12;80;0;6;2;3;4;2;3;Yes
24;Haeufig;Vertrieb;24;3;632;m;2400;535;1;Vertriebsmitarbeiter;verheiratet;0;No;13;80;2;3;3;3;2;2;3;No
38;Selten;Entwicklung;10;3;634;w;9824;1495;2;Produktmanager;verheiratet;3;No;19;80;1;18;4;3;1;0;3;No
37;Selten;Entwicklung;1;4;635;w;6447;446;2;Abteilungsleiter;verheiratet;6;No;12;80;1;8;2;2;6;5;3;No
49;Selten;Entwicklung;18;4;638;m;19502;1245;5;AbteilungsleiterForschung;geschieden;1;Yes;17;80;1;31;5;3;31;9;3;No
24;Selten;Entwicklung;23;3;639;m;2725;691;1;Wissenschaftler;verheiratet;1;Yes;11;80;2;6;3;3;6;5;3;No
26;Selten;Vertrieb;28;2;641;m;6272;703;2;Vertrieb;verheiratet;1;No;20;80;2;6;5;4;5;3;4;No
24;Selten;Entwicklung;17;2;643;m;2127;823;1;Labortechniker;verheiratet;1;No;21;80;1;1;2;3;1;0;4;No
50;Haeufig;Personal;3;3;644;m;18200;1246;5;Manager;verheiratet;1;No;11;80;1;32;2;3;32;5;3;No
25;Selten;Vertrieb;13;1;645;m;2096;622;1;Vertriebsmitarbeiter;verheiratet;1;No;11;80;0;7;1;3;7;4;3;No
24;Haeufig;Entwicklung;7;3;647;w;2886;1287;1;Labortechniker;verheiratet;1;Yes;16;80;1;6;4;3;6;3;3;Yes
30;Haeufig;Vertrieb;12;4;648;m;2033;448;1;Vertriebsmitarbeiter;verheiratet;1;No;18;80;1;1;2;4;1;0;3;Yes
34;Selten;Entwicklung;1;2;649;m;3622;254;1;Wissenschaftler;verheiratet;1;Yes;13;80;1;6;3;3;6;5;3;No
31;Selten;Vertrieb;13;4;650;m;4233;1365;2;Vertrieb;geschieden;2;No;17;80;0;9;2;1;3;1;3;Yes
35;Selten;Entwicklung;25;2;652;m;3681;538;2;Labortechniker;ledig;4;No;14;80;0;9;3;3;3;2;3;No
31;Selten;Vertrieb;6;4;653;m;5460;525;2;Vertrieb;geschieden;4;No;22;80;2;13;4;4;7;7;4;No
27;Selten;Entwicklung;6;4;655;w;2187;798;1;Wissenschaftler;geschieden;0;No;12;80;2;6;5;2;5;3;3;No
37;Selten;Vertrieb;2;3;656;m;9602;558;2;Vertrieb;verheiratet;4;Yes;11;80;1;17;3;2;3;0;3;No
20;Selten;Entwicklung;1;3;657;w;2836;959;1;Wissenschaftler;ledig;1;No;13;80;0;1;0;4;1;0;3;No
42;Selten;Entwicklung;2;4;659;w;4089;622;2;Produktmanager;verheiratet;1;No;13;80;2;10;4;3;10;2;3;No
43;Selten;Entwicklung;6;4;661;m;16627;782;4;AbteilungsleiterForschung;geschieden;4;Yes;14;80;1;21;3;2;1;0;3;No
38;Selten;Entwicklung;1;1;662;w;2619;362;1;Wissenschaftler;ledig;3;No;17;80;0;8;3;2;0;0;3;No
43;Haeufig;Entwicklung;9;5;663;m;5679;1001;2;Labortechniker;geschieden;3;Yes;13;80;1;10;3;3;8;7;3;No
48;Selten;Entwicklung;1;4;664;w;15402;1236;4;Manager;verheiratet;7;No;11;80;1;21;3;1;3;2;3;No
44;Selten;Personal;1;4;665;w;5985;1112;2;Personal;ledig;4;No;11;80;0;10;1;4;2;2;3;No
34;Selten;Vertrieb;14;3;666;w;2579;204;1;Vertriebsmitarbeiter;geschieden;1;Yes;18;80;2;8;3;3;8;2;3;No
27;Selten;Vertrieb;2;1;667;m;3041;1420;1;Vertriebsmitarbeiter;geschieden;0;No;11;80;1;5;3;3;4;3;3;Yes
21;Selten;Vertrieb;22;1;669;m;3447;1343;1;Vertriebsmitarbeiter;ledig;1;No;11;80;0;3;2;3;3;2;3;No
44;Selten;Entwicklung;3;4;671;m;19513;1315;5;Manager;verheiratet;4;Yes;12;80;1;26;2;4;2;2;3;No
22;Selten;Entwicklung;6;1;675;m;2773;604;1;Wissenschaftler;verheiratet;0;No;20;80;0;3;3;3;2;2;4;No
33;Selten;Vertrieb;8;4;677;m;7104;1216;2;Vertrieb;geschieden;0;No;12;80;0;6;3;3;5;0;3;No
32;Selten;Entwicklung;9;4;679;w;6322;646;2;Wissenschaftler;verheiratet;1;Yes;12;80;1;6;2;2;6;4;3;No
30;Haeufig;Entwicklung;3;3;680;w;2083;160;1;Wissenschaftler;geschieden;1;No;20;80;1;1;2;3;1;0;4;No
53;Selten;Vertrieb;1;1;682;w;8381;238;2;Vertrieb;ledig;7;No;20;80;0;18;2;4;14;7;4;No
34;Selten;Entwicklung;1;5;683;m;2691;1397;1;Wissenschaftler;verheiratet;1;No;12;80;1;10;4;2;10;9;3;No
45;Haeufig;Vertrieb;26;4;684;w;4286;306;2;Vertrieb;verheiratet;2;No;14;80;2;5;4;3;1;1;3;Yes
26;Selten;Entwicklung;6;3;686;w;2659;991;1;Labortechniker;verheiratet;1;Yes;13;80;1;3;2;3;3;2;3;No
37;Selten;Entwicklung;3;3;689;m;9434;482;3;Abteilungsleiter;verheiratet;1;No;15;80;1;10;2;3;10;7;3;No
29;Selten;Vertrieb;3;2;690;w;5561;1176;2;Vertrieb;verheiratet;1;No;14;80;1;6;5;2;6;0;3;No
35;Selten;Entwicklung;6;4;691;m;6646;1017;2;Wissenschaftler;ledig;1;No;13;80;0;17;3;3;17;11;3;No
33;Haeufig;Entwicklung;6;3;692;m;7725;1296;2;Produktmanager;geschieden;3;No;23;80;1;15;2;1;13;11;4;No
54;Selten;Personal;19;4;698;m;10725;397;3;Personal;verheiratet;2;No;15;80;1;16;1;4;9;7;3;No
36;Selten;Entwicklung;9;2;699;m;8847;913;2;Abteilungsleiter;geschieden;2;Yes;11;80;1;13;2;3;3;2;3;No
27;Selten;Entwicklung;3;4;700;m;2045;1115;1;Wissenschaftler;ledig;0;No;13;80;0;5;0;3;4;2;3;No
20;Selten;Entwicklung;10;1;701;m;1009;1362;1;Wissenschaftler;ledig;1;Yes;11;80;0;1;5;3;1;0;3;Yes
33;Haeufig;Entwicklung;3;3;702;m;3348;1076;1;Wissenschaftler;ledig;1;Yes;11;80;0;10;3;3;10;8;3;Yes
35;Nie;Entwicklung;3;3;704;m;1281;727;1;Labortechniker;verheiratet;1;No;18;80;2;1;3;3;1;0;3;No
23;Selten;Entwicklung;4;3;705;m;2819;885;1;Wissenschaftler;verheiratet;2;No;16;80;1;5;3;4;3;2;3;No
25;Selten;Vertrieb;8;3;707;m;4851;810;2;Vertrieb;verheiratet;0;No;22;80;1;4;4;3;3;2;4;No
38;Selten;Vertrieb;7;4;709;w;4028;243;2;Vertrieb;ledig;0;No;20;80;0;8;2;3;7;7;4;No
29;Haeufig;Entwicklung;1;4;710;m;2720;806;1;Wissenschaftler;geschieden;1;No;18;80;1;10;5;3;10;7;3;No
48;Selten;Vertrieb;2;1;712;m;8120;817;2;Vertrieb;verheiratet;3;No;12;80;0;12;3;3;2;2;3;No
27;Haeufig;Vertrieb;3;1;714;w;4647;1410;2;Vertrieb;geschieden;1;Yes;20;80;2;6;3;3;6;5;4;No
37;Selten;Entwicklung;10;2;715;m;4680;1225;1;Wissenschaftler;ledig;3;No;17;80;0;4;2;3;1;0;3;No
50;Selten;Entwicklung;28;1;716;m;3221;1207;1;Labortechniker;verheiratet;1;Yes;11;80;3;20;3;3;20;8;3;No
34;Selten;Entwicklung;9;3;717;w;8621;1442;3;Produktmanager;ledig;1;No;14;80;0;9;3;4;8;7;3;No
24;Selten;Vertrieb;3;2;720;w;4577;693;2;Vertrieb;ledig;9;No;14;80;0;4;3;3;2;2;3;Yes
39;Selten;Entwicklung;2;4;721;w;4553;408;2;Produktmanager;ledig;1;No;11;80;0;20;4;3;20;7;3;No
32;Selten;Vertrieb;10;3;722;m;5396;929;2;Vertrieb;ledig;1;No;12;80;0;10;2;2;10;7;3;No
50;Haeufig;Vertrieb;8;2;723;m;6796;562;2;Vertrieb;verheiratet;3;Yes;14;80;1;18;4;3;4;3;3;Yes
38;Selten;Entwicklung;1;4;724;w;7625;827;2;Produktmanager;ledig;0;No;13;80;0;10;4;2;9;7;3;No
27;Selten;Entwicklung;1;2;725;w;7412;608;3;Abteilungsleiter;verheiratet;1;No;11;80;0;9;3;3;9;7;3;No
32;Selten;Entwicklung;3;2;727;w;11159;1018;3;AbteilungsleiterForschung;ledig;3;No;15;80;0;10;6;3;7;7;3;No
47;Selten;Vertrieb;14;4;728;m;4960;703;2;Vertrieb;ledig;2;No;12;80;0;20;2;3;7;7;3;No
40;Haeufig;Vertrieb;5;4;729;m;10475;580;3;Vertrieb;verheiratet;5;Yes;21;80;1;20;2;3;18;13;4;No
53;Selten;Entwicklung;7;3;730;m;14814;970;4;AbteilungsleiterForschung;verheiratet;3;No;19;80;0;32;3;3;5;1;3;No
41;Selten;Personal;10;4;731;m;19141;427;5;Manager;geschieden;3;No;15;80;3;23;2;2;21;6;3;No
60;Selten;Vertrieb;16;4;732;m;5405;1179;2;Vertrieb;ledig;8;No;14;80;0;10;1;3;2;2;3;No
27;Haeufig;Entwicklung;10;2;733;m;8793;294;3;Abteilungsleiter;geschieden;1;No;21;80;2;9;4;2;9;7;4;No
41;Selten;Personal;1;3;734;m;19189;314;5;Manager;verheiratet;1;No;12;80;1;22;3;3;22;7;3;No
50;Selten;Vertrieb;8;4;738;m;3875;316;1;Vertriebsmitarbeiter;verheiratet;7;No;15;80;1;4;2;3;2;2;3;No
28;Selten;Entwicklung;1;2;741;w;2216;654;1;Wissenschaftler;ledig;7;Yes;13;80;0;10;4;3;7;7;3;Yes
36;Nie;Entwicklung;8;3;742;w;11713;427;3;AbteilungsleiterForschung;verheiratet;9;No;14;80;1;10;2;3;8;7;3;No
38;Selten;Entwicklung;1;3;743;w;7861;168;3;Abteilungsleiter;ledig;4;Yes;14;80;0;10;4;4;1;0;3;No
44;Nie;Entwicklung;24;3;744;m;3708;381;1;Labortechniker;ledig;2;No;14;80;0;9;5;3;5;2;3;No
47;Haeufig;Vertrieb;3;3;746;w;13770;217;4;Vertrieb;geschieden;9;Yes;12;80;2;28;2;2;22;2;3;No
30;Selten;Vertrieb;27;5;747;m;5304;501;2;Vertrieb;geschieden;7;No;23;80;1;10;2;2;8;7;4;No
29;Selten;Vertrieb;10;3;749;m;2642;1396;1;Vertriebsmitarbeiter;ledig;1;No;11;80;0;1;6;3;1;0;3;No
42;Haeufig;Entwicklung;19;3;752;m;2759;933;1;Wissenschaftler;geschieden;6;Yes;12;80;0;7;2;3;2;2;3;Yes
43;Haeufig;Vertrieb;15;3;754;m;6804;775;2;Vertrieb;verheiratet;3;No;18;80;1;7;5;3;2;2;3;No
34;Selten;Entwicklung;8;2;757;w;6142;970;2;Produktmanager;ledig;3;No;11;80;0;10;2;3;5;1;3;No
23;Selten;Entwicklung;9;1;758;m;2500;650;1;Labortechniker;verheiratet;1;No;14;80;1;5;2;4;4;3;3;No
39;Selten;Personal;3;3;760;w;6389;141;2;Personal;verheiratet;9;No;15;80;1;12;3;1;8;3;3;No
56;Selten;Entwicklung;9;3;762;m;11103;832;4;Produktmanager;verheiratet;7;No;11;80;0;30;1;2;10;7;3;No
40;Selten;Entwicklung;2;1;763;w;2342;804;1;Wissenschaftler;ledig;0;Yes;20;80;0;5;2;2;4;2;4;No
27;Selten;Entwicklung;7;3;764;w;6811;975;2;Produktmanager;ledig;8;No;19;80;0;9;2;1;7;6;3;No
29;Selten;Vertrieb;10;3;766;m;2297;1090;1;Vertriebsmitarbeiter;geschieden;1;No;14;80;2;2;2;3;2;2;3;No
53;Selten;Entwicklung;6;3;769;m;2450;346;2;Labortechniker;ledig;2;No;17;80;0;19;4;3;2;2;3;No
35;Nie;Entwicklung;2;4;771;w;5093;1225;2;Produktmanager;geschieden;2;No;11;80;1;16;2;4;1;0;3;No
32;Haeufig;Entwicklung;24;4;772;m;5309;430;2;Labortechniker;verheiratet;1;No;15;80;2;10;2;3;10;8;3;No
38;Selten;Entwicklung;2;5;773;m;3057;268;1;Wissenschaftler;verheiratet;6;Yes;13;80;1;6;0;1;1;0;3;No
34;Selten;Entwicklung;8;5;775;w;5121;167;2;Abteilungsleiter;geschieden;3;No;14;80;1;7;3;3;0;0;3;No
52;Selten;Vertrieb;3;4;776;m;16856;621;4;Manager;verheiratet;1;No;11;80;0;34;3;4;34;6;3;No
33;Selten;Entwicklung;1;4;780;m;2686;527;1;Wissenschaftler;ledig;1;Yes;13;80;0;10;2;2;10;9;3;Yes
25;Selten;Vertrieb;26;1;781;w;6180;883;2;Vertrieb;ledig;1;No;23;80;0;6;5;2;6;5;4;No
45;Selten;Vertrieb;2;2;783;m;6632;954;2;Vertriebsmitarbeiter;ledig;0;No;13;80;0;9;3;3;8;7;3;No
23;Selten;Entwicklung;10;1;784;m;3505;310;1;Wissenschaftler;ledig;1;No;18;80;0;2;3;3;2;2;3;No
47;Haeufig;Vertrieb;27;2;785;w;6397;719;2;Vertrieb;ledig;4;Yes;12;80;0;8;2;3;5;4;3;Yes
34;Selten;Vertrieb;2;3;786;m;6274;304;2;Vertrieb;ledig;1;No;22;80;0;6;5;3;6;5;4;No
55;Selten;Entwicklung;2;3;787;m;19859;725;5;Manager;verheiratet;5;Yes;13;80;1;24;2;3;5;2;3;Yes
36;Nie;Vertrieb;8;4;789;m;7587;1434;3;Vertrieb;ledig;1;No;15;80;0;10;1;3;10;7;3;No
52;Nie;Entwicklung;19;4;791;m;4258;715;1;Wissenschaftler;verheiratet;0;No;18;80;1;5;3;3;4;3;3;No
26;Haeufig;Entwicklung;1;2;792;w;4364;575;1;Labortechniker;geschieden;3;No;14;80;1;5;2;3;2;2;3;No
29;Selten;Entwicklung;27;3;793;w;4335;657;2;Produktmanager;verheiratet;4;No;12;80;1;11;3;2;8;7;3;No
26;Selten;Vertrieb;8;3;796;m;5326;1146;2;Vertrieb;ledig;6;No;17;80;0;6;2;2;4;3;3;Yes
34;Selten;Entwicklung;1;4;797;w;3280;182;1;Wissenschaftler;ledig;2;No;16;80;0;10;2;3;4;2;3;No
54;Selten;Entwicklung;19;4;799;w;5485;376;2;Abteilungsleiter;geschieden;9;Yes;11;80;2;9;4;3;5;3;3;No
27;Haeufig;Vertrieb;8;1;800;m;4342;829;2;Vertrieb;verheiratet;0;No;19;80;1;5;3;3;4;2;3;No
37;Selten;Entwicklung;10;1;802;w;2782;571;1;Wissenschaftler;geschieden;0;Yes;13;80;2;6;3;2;5;3;3;No
38;Haeufig;Entwicklung;2;4;803;w;5980;240;2;Abteilungsleiter;ledig;6;Yes;12;80;0;17;2;3;15;7;3;No
34;Selten;Entwicklung;2;4;804;w;4381;121;1;Wissenschaftler;ledig;1;No;11;80;0;6;3;3;6;5;3;No
35;Selten;Vertrieb;8;4;805;w;2572;384;1;Vertriebsmitarbeiter;verheiratet;1;No;16;80;1;3;1;2;3;2;3;No
30;Selten;Entwicklung;1;3;806;m;3833;921;1;Labortechniker;verheiratet;3;No;21;80;2;7;2;3;2;2;4;No
40;Haeufig;Entwicklung;2;2;807;w;4244;791;2;Produktmanager;verheiratet;1;No;24;80;1;8;2;3;8;7;4;No
34;Selten;Vertrieb;8;2;808;w;6500;1111;2;Vertrieb;verheiratet;5;No;17;80;1;6;1;3;3;2;3;No
42;Haeufig;Entwicklung;8;3;809;m;18430;570;5;Manager;geschieden;1;No;13;80;1;24;4;2;24;7;3;No
23;Selten;Entwicklung;6;3;811;m;1601;1243;1;Labortechniker;verheiratet;1;Yes;21;80;2;1;2;3;0;0;4;Yes
24;Nie;Entwicklung;9;3;812;m;2694;1092;1;Labortechniker;geschieden;1;No;11;80;3;1;4;3;1;0;3;No
52;Selten;Entwicklung;11;4;813;w;3149;1325;2;Labortechniker;verheiratet;8;No;20;80;1;9;3;3;5;2;4;No
50;Selten;Entwicklung;2;3;815;m;17639;691;4;AbteilungsleiterForschung;verheiratet;5;No;16;80;0;30;3;3;4;3;3;No
29;Selten;Entwicklung;1;2;816;w;2319;805;1;Labortechniker;verheiratet;1;Yes;11;80;1;1;1;3;1;0;3;Yes
33;Selten;Entwicklung;7;3;817;m;11691;213;3;AbteilungsleiterForschung;verheiratet;0;No;11;80;0;14;3;4;13;9;3;No
33;Selten;Vertrieb;16;3;819;w;5324;118;2;Vertrieb;ledig;5;No;15;80;0;6;3;3;3;2;3;Yes
47;Selten;Entwicklung;2;2;820;w;16752;202;4;Manager;verheiratet;1;Yes;11;80;1;26;3;2;26;14;3;No
36;Selten;Entwicklung;1;3;823;w;5228;676;2;Abteilungsleiter;verheiratet;0;No;15;80;1;10;2;3;9;7;3;No
29;Selten;Entwicklung;23;2;824;m;2700;1252;1;Wissenschaftler;verheiratet;1;No;24;80;1;10;3;3;10;7;4;No
58;Selten;Entwicklung;2;4;825;m;19246;286;5;AbteilungsleiterForschung;ledig;7;Yes;12;80;0;40;2;3;31;15;3;Yes
35;Selten;Entwicklung;1;4;826;w;2506;1258;1;Wissenschaftler;ledig;3;No;13;80;0;7;0;3;2;2;3;No
42;Selten;Entwicklung;1;2;827;w;6062;932;2;Abteilungsleiter;verheiratet;9;Yes;13;80;1;8;4;3;4;3;3;No
28;Selten;Entwicklung;2;4;828;m;4382;890;1;Wissenschaftler;ledig;6;No;17;80;0;5;3;2;2;2;3;Yes
36;Selten;Personal;13;3;829;m;2143;1041;1;Personal;verheiratet;4;No;13;80;1;8;2;3;5;2;3;No
32;Selten;Entwicklung;4;3;830;w;6162;859;2;Abteilungsleiter;verheiratet;1;No;12;80;1;14;3;3;14;13;3;No
40;Haeufig;Entwicklung;16;4;832;m;5094;720;2;Labortechniker;ledig;6;No;14;80;0;10;6;3;1;0;3;No
30;Selten;Entwicklung;2;3;833;w;6877;946;2;Abteilungsleiter;ledig;5;Yes;24;80;0;12;4;2;0;0;4;No
45;Selten;Entwicklung;2;3;834;w;2274;252;1;Wissenschaftler;ledig;1;No;14;80;0;1;3;3;1;0;3;No
42;Selten;Entwicklung;29;3;836;m;4434;933;2;Abteilungsleiter;verheiratet;1;No;13;80;1;10;3;2;9;8;3;No
38;Haeufig;Entwicklung;12;3;837;m;6288;471;2;Produktmanager;geschieden;2;No;15;80;1;13;3;2;4;3;3;No
34;Haeufig;Entwicklung;16;4;838;w;2553;702;1;Wissenschaftler;ledig;1;No;16;80;0;6;3;3;5;2;3;No
49;Selten;Vertrieb;11;3;840;w;7654;1184;3;Vertrieb;verheiratet;1;No;18;80;2;9;3;4;9;8;3;Yes
55;Selten;Vertrieb;2;1;842;m;5160;436;2;Vertrieb;ledig;4;No;16;80;0;12;3;2;9;7;3;Yes
43;Selten;Entwicklung;14;2;843;m;17159;589;4;AbteilungsleiterForschung;verheiratet;6;No;24;80;1;22;3;3;4;1;4;No
27;Selten;Entwicklung;5;1;844;m;12808;269;3;AbteilungsleiterForschung;geschieden;1;Yes;16;80;1;9;3;3;9;8;3;No
35;Selten;Entwicklung;7;3;845;m;10221;950;3;Abteilungsleiter;ledig;3;No;21;80;0;17;3;4;8;5;4;No
28;Selten;Vertrieb;2;4;846;w;4779;760;2;Vertrieb;verheiratet;1;Yes;20;80;0;8;2;3;8;7;4;No
34;Selten;Personal;3;2;847;m;3737;829;1;Personal;verheiratet;0;No;19;80;1;4;1;1;3;2;3;No
26;Haeufig;Entwicklung;5;2;848;w;2366;887;1;Wissenschaftler;verheiratet;1;Yes;14;80;1;8;2;3;8;7;3;Yes
